INPUT,/ˈuːn̪um/,/ˈuːn̪ɑm/,/ˌuːn̪um/,/ˌuːn̪ɑm/,/prˈiːmum/,/prˌiːmˈɑːrium/,/sˈimplum/,/ˈin̪t̪eɡrum/,/d̪uˈo/,/d̪uˈoːs/,/d̪ˈuae̯/,/d̪ˈuɑːs/,/sˌekˈun̪d̪um/,/d̪ˈuplum/,/mˈed̪ium/,/mˌed̪iet̪ˈɑːt̪em/,/trˈeːs/,/t̪ˈert̪ium/,/trˈiplum/,/trˌiˈentem/,/tˌertiˈɑːrium/,/kwˈɑt̪t̪uor/,/kwˈɑːrt̪um/,/kwˌɑːt̪ˈern̪um/,/kwˌɑd̪rˈɑn̪t̪em/,/kwˌɑːrt̪ˈɑːrium/,/kwˈiːn̪kwe/,/kwˈiːn̪t̪um/,/kwˌiːnˈɑːrium/,/sˈeks/,/sˈekst̪um/,/sˈekst̪um/,/sˌekst̪ˈɑːrium/,/sˈept̪em/,/sˈept̪imum/,/sˌept̪ˈeːnum/,/ˈokt̪oː/,/ˌokt̪ˈɑːwum/,/ˌokt̪ˈɑn̪t̪em/,/n̪ˈowem/,/n̪ˈoːn̪um/,/n̪ˌowˈeːn̪um/,/d̪ˈekem/,/d̪ˈekimum/,/d̪ˌeːkˈeːnum/,/d̪ˌeːn̪ˈɑːrium/,/ˈun̪d̪ekim/,/d̪uˈod̪ekim/,/t̪rˈeːd̪ekim/,/kwˌɑt̪t̪uˈord̪ekim/,/kwˈiːn̪d̪ekim/,/sˈeːd̪ekim/,/d̪ˌeːkiet̪sˈept̪em/,/dˌeːkietˈoktoː/,/ˌuːndeːwˌiːɡˈinti/,/wˌiːɡˈin̪t̪i/,/wˌiːkˈeːn̪simum/,/t̪ˈrˌiːɡˈin̪t̪ɑ/,/t̪rˌiːkˈeːsimum/,/kwˌɑd̪rɑːɡˈin̪t̪ɑm/,/kwˌɑd̪rɑːɡˈeːsimɑ/,/kwˌiːn̪kwɑːɡˈin̪t̪ɑm/,/kwˌiːn̪kwɑːɡˈeːsimɑ/,/sˌeksɑːɡˈin̪t̪ɑm/,/sˌeksɑːɡˈeːsimum/,/sˌept̪uɑːɡˈin̪t̪ɑm/,/sˌept̪uɑːɡˈeːsimum/,/ˌokt̪ɑːɡˈin̪t̪ɑm/,/ˌopt̪oːɡˈˈeːsimum/,/n̪ˌoːn̪ɑːɡˈin̪t̪ɑm/,/n̪ˌoːn̪ɑːɡˈˈeːsimum/,/kˈen̪t̪um/,/kˌen̪t̪ˈˈeːsimum/,/kˌen̪t̪ˈˈeːn̪um/,/mˈiːllem/,/mˌiːllˈˈeːsimum/
R9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R13,,,,,,,*/sˈin̪plum/,,,,,,,,,,,,,*/trˌiˈen̪tem/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,*/ˌuːn̪deːwˌiːɡˈin̪ti/,,,,,,,,,,,,,,,,,,,,,
R14,,,,,,,*/sˈimplum/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
=Popular Latin,null*/ˈuːn̪um/,null*/ˈuːn̪ɑm/,null*/ˌuːn̪um/,null*/ˌuːn̪ɑm/,null*/prˈiːmum/,null*/prˌiːmˈɑːrium/,null*/sˈimplum/,null*/ˈin̪t̪eɡrum/,null*/d̪uˈo/,null*/d̪uˈoːs/,null*/d̪ˈuae̯/,null*/d̪ˈuɑːs/,null*/sˌekˈun̪d̪um/,null*/d̪ˈuplum/,null*/mˈed̪ium/,null*/mˌed̪iet̪ˈɑːt̪em/,null*/trˈˈeːs/,null*/t̪ˈert̪ium/,null*/trˈiplum/,null*/trˌiˈen̪tem/,null*/tˌertiˈɑːrium/,null*/kwˈɑt̪t̪uor/,null*/kwˈɑːrt̪um/,null*/kwˌɑːt̪ˈern̪um/,null*/kwˌɑd̪rˈɑn̪t̪em/,null*/kwˌɑːrt̪ˈɑːrium/,null*/kwˈiːn̪kwe/,null*/kwˈiːn̪t̪um/,null*/kwˌiːnˈɑːrium/,null*/sˈeks/,null*/sˈekst̪um/,null*/sˈekst̪um/,null*/sˌekst̪ˈɑːrium/,null*/sˈept̪em/,null*/sˈept̪imum/,null*/sˌept̪ˈˈeːnum/,null*/ˈokt̪oː/,null*/ˌokt̪ˈɑːwum/,null*/ˌokt̪ˈɑn̪t̪em/,null*/n̪ˈowem/,null*/n̪ˈoːn̪um/,null*/n̪ˌowˈˈeːn̪um/,null*/d̪ˈekem/,null*/d̪ˈekimum/,null*/d̪ˌeːkˈˈeːnum/,null*/d̪ˌeːn̪ˈɑːrium/,null*/ˈun̪d̪ekim/,null*/d̪uˈod̪ekim/,null*/t̪rˈˈeːd̪ekim/,null*/kwˌɑt̪t̪uˈord̪ekim/,null*/kwˈiːn̪d̪ekim/,null*/sˈˈeːd̪ekim/,null*/d̪ˌeːkiet̪sˈept̪em/,null*/dˌeːkietˈoktoː/,null*/ˌuːn̪deːwˌiːɡˈin̪ti/,null*/wˌiːɡˈin̪t̪i/,null*/wˌiːkˈˈeːn̪simum/,null*/t̪ˈrˌiːɡˈin̪t̪ɑ/,null*/t̪rˌiːkˈˈeːsimum/,null*/kwˌɑd̪rɑːɡˈin̪t̪ɑm/,null*/kwˌɑd̪rɑːɡˈˈeːsimɑ/,null*/kwˌiːn̪kwɑːɡˈin̪t̪ɑm/,null*/kwˌiːn̪kwɑːɡˈˈeːsimɑ/,null*/sˌeksɑːɡˈin̪t̪ɑm/,null*/sˌeksɑːɡˈˈeːsimum/,null*/sˌept̪uɑːɡˈin̪t̪ɑm/,null*/sˌept̪uɑːɡˈˈeːsimum/,null*/ˌokt̪ɑːɡˈin̪t̪ɑm/,null*/ˌopt̪oːɡˈˈeːsimum/,null*/n̪ˌoːn̪ɑːɡˈin̪t̪ɑm/,null*/n̪ˌoːn̪ɑːɡˈˈeːsimum/,null*/kˈen̪t̪um/,null*/kˌen̪t̪ˈˈeːsimum/,null*/kˌen̪t̪ˈˈeːn̪um/,null*/mˈiːllem/,null*/mˌiːllˈˈeːsimum/
R16,,,,,,,,,,,,,,,,,,,,,,*/kɣʷˈɑt̪t̪uor/,*/kɣʷˈɑːrt̪um/,*/kɣʷˌɑːt̪ˈern̪um/,*/kɣʷˌɑd̪rˈɑn̪t̪em/,*/kɣʷˌɑːrt̪ˈɑːrium/,*/kɣʷˈiːn̪kɣʷe/,*/kɣʷˈiːn̪t̪um/,*/kɣʷˌiːnˈɑːrium/,,,,,,,,,*/ˌokt̪ˈɑːɣʷum/,,*/n̪ˈoɣʷem/,,*/n̪ˌoɣʷˈˈeːn̪um/,,,,,,,,*/kɣʷˌɑt̪t̪uˈord̪ekim/,*/kɣʷˈiːn̪d̪ekim/,,,,*/ˌuːn̪deːɣʷˌiːɡˈin̪ti/,*/ɣʷˌiːɡˈin̪t̪i/,*/ɣʷˌiːkˈˈeːn̪simum/,,,*/kɣʷˌɑd̪rɑːɡˈin̪t̪ɑm/,*/kɣʷˌɑd̪rɑːɡˈˈeːsimɑ/,*/kɣʷˌiːn̪kɣʷɑːɡˈin̪t̪ɑm/,*/kɣʷˌiːn̪kɣʷɑːɡˈˈeːsimɑ/,,,,,,,,,,,,,
R17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,*/sˈeks̪t̪um/,*/sˈeks̪t̪um/,*/sˌeks̪t̪ˈɑːrium/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R19,,,,,,,,,,,*/d̪ˈuɛe̯/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R20,,,,,,,,,,,*/d̪ˈuɛː/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,*/ɣʷˌiːkˈˈeːn̪smum/,,*/t̪rˌiːkˈˈeːsmum/,,*/kɣʷˌɑd̪rɑːɡˈˈeːsmɑ/,,*/kɣʷˌiːn̪kɣʷɑːɡˈˈeːsmɑ/,,*/sˌeksɑːɡˈˈeːsmum/,,*/sˌept̪uɑːɡˈˈeːsmum/,,*/ˌopt̪oːɡˈˈeːsmum/,,*/n̪ˌoːn̪ɑːɡˈˈeːsmum/,,*/kˌen̪t̪ˈˈeːsmum/,,,*/mˌiːllˈˈeːsmum/
R26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,*/ˈun̪d̪kim/,,,,*/kɣʷˈiːn̪d̪kim/,,,,,,,,,,,,,,,,,,,,,,,,,
R29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R34,*/ˈuːn̪u/,*/ˈuːn̪ɑ/,*/ˌuːn̪u/,*/ˌuːn̪ɑ/,*/prˈiːmu/,*/prˌiːmˈɑːriu/,*/sˈimplu/,*/ˈin̪t̪eɡru/,,,,,*/sˌekˈun̪d̪u/,*/d̪ˈuplu/,*/mˈed̪iu/,*/mˌed̪iet̪ˈɑːt̪e/,,*/t̪ˈert̪iu/,*/trˈiplu/,*/trˌiˈen̪te/,*/tˌertiˈɑːriu/,,*/kɣʷˈɑːrt̪u/,*/kɣʷˌɑːt̪ˈern̪u/,*/kɣʷˌɑd̪rˈɑn̪t̪e/,*/kɣʷˌɑːrt̪ˈɑːriu/,,*/kɣʷˈiːn̪t̪u/,*/kɣʷˌiːnˈɑːriu/,,*/sˈeks̪t̪u/,*/sˈeks̪t̪u/,*/sˌeks̪t̪ˈɑːriu/,*/sˈept̪e/,*/sˈept̪imu/,*/sˌept̪ˈˈeːnu/,,*/ˌokt̪ˈɑːɣʷu/,*/ˌokt̪ˈɑn̪t̪e/,*/n̪ˈoɣʷe/,*/n̪ˈoːn̪u/,*/n̪ˌoɣʷˈˈeːn̪u/,*/d̪ˈeke/,*/d̪ˈekimu/,*/d̪ˌeːkˈˈeːnu/,*/d̪ˌeːn̪ˈɑːriu/,*/ˈun̪d̪ki/,*/d̪uˈod̪eki/,*/t̪rˈˈeːd̪eki/,*/kɣʷˌɑt̪t̪uˈord̪eki/,*/kɣʷˈiːn̪d̪ki/,*/sˈˈeːd̪eki/,*/d̪ˌeːkiet̪sˈept̪e/,,,,*/ɣʷˌiːkˈˈeːn̪smu/,,*/t̪rˌiːkˈˈeːsmu/,*/kɣʷˌɑd̪rɑːɡˈin̪t̪ɑ/,,*/kɣʷˌiːn̪kɣʷɑːɡˈin̪t̪ɑ/,,*/sˌeksɑːɡˈin̪t̪ɑ/,*/sˌeksɑːɡˈˈeːsmu/,*/sˌept̪uɑːɡˈin̪t̪ɑ/,*/sˌept̪uɑːɡˈˈeːsmu/,*/ˌokt̪ɑːɡˈin̪t̪ɑ/,*/ˌopt̪oːɡˈˈeːsmu/,*/n̪ˌoːn̪ɑːɡˈin̪t̪ɑ/,*/n̪ˌoːn̪ɑːɡˈˈeːsmu/,*/kˈen̪t̪u/,*/kˌen̪t̪ˈˈeːsmu/,*/kˌen̪t̪ˈˈeːn̪u/,*/mˈiːlle/,*/mˌiːllˈˈeːsmu/
R35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,*/sˈes̪t̪u/,*/sˈes̪t̪u/,*/sˌes̪t̪ˈɑːriu/,,,,,,,,,,,,,,,,,,,,,,,,*/ɣʷˌiːkˈˈeːsmu/,,,,,,,,,,,,,,,,,,,
R38,,,,,,,,*/ˈin̪t̪eɣru/,,,,,,,,,,,,,,,,,,,,,,*/sˈexs/,,,,,,,*/ˈoxt̪oː/,*/ˌoxt̪ˈɑːɣʷu/,*/ˌoxt̪ˈɑn̪t̪e/,,,,,,,,,,,,,,,*/dˌeːkietˈoxtoː/,,,,,,,,,,*/sˌexsɑːɡˈin̪t̪ɑ/,*/sˌexsɑːɡˈˈeːsmu/,,,*/ˌoxt̪ɑːɡˈin̪t̪ɑ/,,,,,,,,
R39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,*/d̪ˌeːkieːt̪sˈept̪e/,*/dˌeːkieːtˈoxtoː/,,,,,,,,,,,,,,,,,,,,,,
R41,,,,,,,,,,,,,,,,,,,,*/trˌiˈˈeːn̪te/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,*/kɣʷˌɑd̪rɑːˈin̪t̪ɑ/,*/kɣʷˌɑd̪rɑːˈˈeːsmɑ/,*/kɣʷˌiːn̪kɣʷɑːˈin̪t̪ɑ/,*/kɣʷˌiːn̪kɣʷɑːˈˈeːsmɑ/,*/sˌexsɑːˈin̪t̪ɑ/,*/sˌexsɑːˈˈeːsmu/,*/sˌept̪uɑːˈin̪t̪ɑ/,*/sˌept̪uɑːˈˈeːsmu/,*/ˌoxt̪ɑːˈin̪t̪ɑ/,*/ˌopt̪oːˈˈeːsmu/,*/n̪ˌoːn̪ɑːˈin̪t̪ɑ/,*/n̪ˌoːn̪ɑːˈˈeːsmu/,,,,,
R45,,,,,,*/prˌiːmˈɑːrju/,,,*/d̪wˈo/,*/d̪wˈoːs/,,,,,*/mˈed̪ju/,*/mˌed̪jet̪ˈɑːt̪e/,,*/t̪ˈert̪ju/,,*/trjˈˈeːn̪te/,*/tˌertjˈɑːrju/,*/kɣʷˈɑt̪t̪wor/,,,,*/kɣʷˌɑːrt̪ˈɑːrju/,,,*/kɣʷˌiːnˈɑːrju/,,,,*/sˌes̪t̪ˈɑːrju/,,,,,,,,,,,,,*/d̪ˌeːn̪ˈɑːrju/,,*/d̪wˈod̪eki/,,*/kɣʷˌɑt̪t̪wˈord̪eki/,,,*/d̪ˌeːkjeːt̪sˈept̪e/,*/dˌeːkjeːtˈoxtoː/,,,,,,,,,,,,*/sˌept̪wɑːˈin̪t̪ɑ/,*/sˌept̪wɑːˈˈeːsmu/,,,,,,,,,
R46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,*/ˌopt̪wˈˈeːsmu/,,,,,,,
R52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R53,,,,,,,,*/ˈin̪t̪ɛɣru/,,,,,*/sˌɛkˈun̪d̪u/,,*/mˈɛd̪ju/,*/mˌɛd̪jɛt̪ˈɑːt̪ɛ/,,*/t̪ˈɛrt̪ju/,,*/trjˈˈeːn̪tɛ/,*/tˌɛrtjˈɑːrju/,,,*/kɣʷˌɑːt̪ˈɛrn̪u/,*/kɣʷˌɑd̪rˈɑn̪t̪ɛ/,,*/kɣʷˈiːn̪kɣʷɛ/,,,*/sˈɛxs/,*/sˈɛs̪t̪u/,*/sˈɛs̪t̪u/,*/sˌɛs̪t̪ˈɑːrju/,*/sˈɛpt̪ɛ/,*/sˈɛpt̪imu/,*/sˌɛpt̪ˈˈeːnu/,,,*/ˌoxt̪ˈɑn̪t̪ɛ/,*/n̪ˈoɣʷɛ/,,,*/d̪ˈɛkɛ/,*/d̪ˈɛkimu/,,,,*/d̪wˈod̪ɛki/,*/t̪rˈˈeːd̪ɛki/,*/kɣʷˌɑt̪t̪wˈord̪ɛki/,,*/sˈˈeːd̪ɛki/,*/d̪ˌeːkjeːt̪sˈɛpt̪ɛ/,,,,,,,,,,,*/sˌɛxsɑːˈin̪t̪ɑ/,*/sˌɛxsɑːˈˈeːsmu/,*/sˌɛpt̪wɑːˈin̪t̪ɑ/,*/sˌɛpt̪wɑːˈˈeːsmu/,,,,,*/kˈɛn̪t̪u/,*/kˌɛn̪t̪ˈˈeːsmu/,*/kˌɛn̪t̪ˈˈeːn̪u/,*/mˈiːllɛ/,
R54,,,,,,,,,,,,,,,,,,,,,,*/kɣʷˈɑt̪t̪wɔr/,,,,,,,,,,,,,,,*/ˈɔxt̪oː/,*/ˌɔxt̪ˈɑːɣʷu/,*/ˌɔxt̪ˈɑn̪t̪ɛ/,*/n̪ˈɔɣʷɛ/,,*/n̪ˌɔɣʷˈˈeːn̪u/,,,,,,*/d̪wˈɔd̪ɛki/,,*/kɣʷˌɑt̪t̪wˈɔrd̪ɛki/,,,,*/dˌeːkjeːtˈɔxtoː/,,,,,,,,,,,,,,*/ˌɔxt̪ɑːˈin̪t̪ɑ/,*/ˌɔpt̪wˈˈeːsmu/,,,,,,,
R55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R57,,,,,,,,*/ˈin̪t̪eɣru/,,,*/d̪ˈueː/,,*/sˌekˈun̪d̪u/,,,*/mˌed̪jet̪ˈɑːt̪e/,,,,*/trjˈˈeːn̪te/,*/tˌertjˈɑːrju/,*/kɣʷˈɑt̪t̪wor/,,,*/kɣʷˌɑd̪rˈɑn̪t̪e/,,*/kɣʷˈiːn̪kɣʷe/,,,,,,*/sˌes̪t̪ˈɑːrju/,*/sˈɛpt̪e/,,*/sˌept̪ˈˈeːnu/,,*/ˌoxt̪ˈɑːɣʷu/,*/ˌoxt̪ˈɑn̪t̪e/,*/n̪ˈɔɣʷe/,,*/n̪ˌoɣʷˈˈeːn̪u/,*/d̪ˈɛke/,,,,,*/d̪wˈɔd̪eki/,*/t̪rˈˈeːd̪eki/,*/kɣʷˌɑt̪t̪wˈɔrd̪eki/,,*/sˈˈeːd̪eki/,*/d̪ˌeːkjeːt̪sˈɛpt̪e/,,,,,,,,,,,*/sˌexsɑːˈin̪t̪ɑ/,*/sˌexsɑːˈˈeːsmu/,*/sˌept̪wɑːˈin̪t̪ɑ/,*/sˌept̪wɑːˈˈeːsmu/,*/ˌoxt̪ɑːˈin̪t̪ɑ/,*/ˌopt̪wˈˈeːsmu/,,,,*/kˌen̪t̪ˈˈeːsmu/,*/kˌen̪t̪ˈˈeːn̪u/,*/mˈiːlle/,
R58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
